**** Planta:  102 GUATAPE      Penal:          -1.
2020  831.64  807.14  782.64  758.14  730.55  695.23  659.91  624.59  590.32  562.42  534.52  506.62  478.71   466.3  460.07  453.85  447.63   451.6  469.17  486.75  504.32  521.89  539.57  557.26     580  597.68  613.93  630.17  646.42  662.67   678.1  692.91  707.73  722.55   736.5  745.24  753.99  762.73  771.47  780.89  790.42  799.95  809.47  821.32  836.26   851.2  866.14  877.98  871.25  864.52  857.79  851.06
2021  831.64  807.14  782.64  758.14  730.55  695.23  659.91  624.59  590.32  562.42  534.52  506.62  478.71   466.3  460.07  453.85  447.63   451.6  469.17  486.75  504.32  521.89  539.57  557.26     580  597.68  613.93  630.17  646.42  662.67   678.1  692.91  707.73  722.55   736.5  745.24  753.99  762.73  771.47  780.89  790.42  799.95  809.47  821.32  836.26   851.2  866.14  877.98  871.25  864.52  857.79  851.06
2022  831.64  807.14  782.64  758.14  730.55  695.23  659.91  624.59  590.32  562.42  534.52  506.62  478.71   466.3  460.07  453.85  447.63   451.6  469.17  486.75  504.32  521.89  539.57  557.26                                                                                                                                                                                                                                
**** Planta:  409 ALTOANCHICAY Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                   28.12   32.14   34.34   33.19   32.04   30.89   28.08   23.06   18.04   15.38   15.69   16.12   16.55   16.98   17.41   18.13   18.89   19.66   20.42   21.27   22.24   23.21   24.17   24.96   24.68    24.4   24.11   23.83
2020   23.01   21.98   20.96   19.93   18.77   17.28    15.8   14.31   12.87    11.7   10.52    9.35    8.18    7.65    7.39    7.13    6.87    7.05    7.84    8.62     9.4   10.18   13.71   20.01   28.12   32.14   34.34   33.19   32.04   30.89   28.08   23.06   18.04   15.38   15.69   16.12   16.55   16.98   17.41   18.13   18.89   19.66   20.42   21.27   22.24   23.21   24.17   24.96   24.68    24.4   24.11   23.83
2021   23.01   21.98   20.96   19.93   18.77   17.28    15.8   14.31   12.87    11.7   10.52    9.35    8.18    7.65    7.39    7.13    6.87    7.05    7.84    8.62     9.4   10.18   13.71   20.01   28.12   32.14   34.34   33.19   32.04   30.89   28.08   23.06   18.04   15.38   15.69   16.12   16.55   16.98   17.41   18.13   18.89   19.66   20.42   21.27   22.24   23.21   24.17   24.96   24.68    24.4   24.11   23.83
2022   23.01   21.98   20.96   19.93   18.77   17.28    15.8   14.31   12.87    11.7   10.52    9.35    8.18    7.65    7.39    7.13    6.87    7.05    7.84    8.62     9.4   10.18   13.71   20.01                                                                                                                                                                                                                                
**** Planta:  412 CALIMA       Penal:          -1.
